feature,jm_1_2,jm_1_3,jm_1_4,jm_mean,jm_min
swir1_M06,0.5161217821711848,0.06681024063490737,0.08755755541470611,0.2234965260735994,0.06681024063490737
NDVI_M10,0.07653759183726683,0.2909972789157844,0.29119832383873345,0.2195777315305949,0.07653759183726683
NDBI_M09,0.3156567167631126,0.2008121676771506,0.12478255219391943,0.21375047887806087,0.12478255219391943
VH_db_a3,0.08369029294953223,0.5020333605982215,0.05466831884068735,0.213463990796147,0.05466831884068735
VV_minus_VH_db_M03,0.26155601693938,0.32237356904218206,0.055347443482711256,0.21309234315475778,0.055347443482711256
VV_VH_ratio_min,0.43339904310764554,0.17150989365701697,0.02822265126523149,0.21104386267663133,0.02822265126523149
VV_db_a3,0.2385369311393799,0.31126006826872055,0.08292947169218357,0.21090882370009467,0.08292947169218357
blue_M08,0.526460833190247,0.004386230629000343,0.10122893300589464,0.21069199894171398,0.004386230629000343
VV_VH_ratio_M09,0.5341222790725151,0.047687989987109436,0.04701642532431016,0.20960889812797823,0.04701642532431016
VV_minus_VH_db_max,0.35506399511014086,0.21742462302903864,0.05380052181172523,0.20876304665030157,0.05380052181172523
BSI_M09,0.30501139331932436,0.1590453169858661,0.15627517370092292,0.20677729466870445,0.15627517370092292
VV_minus_VH_db_amp,0.22095353964954234,0.3784651208199936,0.017633707518829977,0.20568412266278865,0.017633707518829977
red_M09,0.5028835797495206,0.03200180346815751,0.0821429875129771,0.20567612357688506,0.03200180346815751
VV_VH_ratio_M05,0.34699838191181653,0.2410909323250252,0.026132151549958627,0.20474048859560012,0.026132151549958627
NDVI_mean,0.23903038411000788,0.17908321184535048,0.18924484424957155,0.2024528134016433,0.17908321184535048
VH_db_a0,0.05345960221144663,0.42787560903234323,0.10970225346972429,0.19701248823783804,0.05345960221144663
green_M08,0.46308878641972906,0.0042231049182202,0.12316245963720296,0.19682478365838407,0.0042231049182202
NDBI_M08,0.23277330220702908,0.2983464577360688,0.058376029706472155,0.19649859654985669,0.058376029706472155
VH_db_M05,0.05317602582066838,0.4342462202716775,0.10144351419305231,0.1962885867617994,0.05317602582066838
swir2_M06,0.5051469683219163,0.0025501976131765414,0.0781842075016419,0.19529379114557824,0.0025501976131765414
NDMI_M09,0.25891347161424183,0.20093844908053748,0.12339240871699864,0.19441477647059266,0.12339240871699864
blue_M07,0.5034880516806608,0.010536617586190955,0.06687119048904289,0.1936319532519649,0.010536617586190955
red_M06,0.42944037037110316,0.04897319791187327,0.09924789324020833,0.19255382050772826,0.04897319791187327
nir_M10,0.05967277539478766,0.004974993902708169,0.5105864823018236,0.19174475053310647,0.004974993902708169
LSWI_autumn_decline,0.2330666063628335,0.25985219970936657,0.07966682918281953,0.19086187841833988,0.07966682918281953
EVI_M04,0.08707120865246676,0.14143144972511834,0.3428480927557249,0.19045025037777,0.08707120865246676
VV_minus_VH_db_M04,0.283278709097986,0.23518029197357815,0.04492835799820516,0.18779578635658978,0.04492835799820516
BSI_M08,0.23861785046343198,0.2564515803587697,0.06733851948540459,0.1874693167692021,0.06733851948540459
green_M07,0.42889026651846374,0.03647785676532034,0.09155377755561456,0.18564063361313288,0.03647785676532034
VV_minus_VH_db_mean,0.3454412075466493,0.14473322932285493,0.06180323909984131,0.1839925586564485,0.06180323909984131
LSWI_M05,0.08357453268885551,0.39141900402844443,0.07113256936384538,0.18204203536038177,0.07113256936384538
EVI_M03,0.3428243944635181,0.011293973108962296,0.18824618659050874,0.18078818472099636,0.011293973108962296
EVI_min,0.3002304123733701,0.013753883229147057,0.22696891278511466,0.18031773612921062,0.013753883229147057
VH_db_a2,0.094809051635393,0.40772122816405965,0.03597341570652457,0.17950123183532574,0.03597341570652457
VH_db_M03,0.04758036001683452,0.38652881614587087,0.10296913239667593,0.17902610285312712,0.04758036001683452
LSWI_M09,0.30312124438823207,0.13823797083291778,0.09553928953845059,0.17896616825320014,0.09553928953845059
VV_db_a2,0.1756508814608948,0.29394926809848276,0.06594019561961106,0.1785134483929962,0.06594019561961106
NDMI_min,0.47845405585965994,0.04643829005931632,0.00735526548951837,0.17741587046949822,0.00735526548951837
NDMI_M08,0.1893613729482584,0.2885381031624581,0.05279657083893374,0.17689868231655007,0.05279657083893374
LSWI_mean,0.3536428598325889,0.13901285527586604,0.03801602793620762,0.17689058101488753,0.03801602793620762
green_M09,0.4063332745015653,0.045029801107359546,0.07823506882682763,0.17653271481191748,0.045029801107359546
VH_db_mean,0.055460416514362176,0.36406575382872663,0.1093969108259567,0.17630769372301516,0.055460416514362176
BSI_M05,0.0663459556873447,0.33279034657314477,0.12542979223810358,0.17485536483286435,0.0663459556873447
LSWI_std,0.24341220458257395,0.2766258402873294,0.0005858914688983141,0.1735413121129339,0.0005858914688983141
EVI_a0,0.33071152311653385,0.03812887142896182,0.14519356225654922,0.1713446522673483,0.03812887142896182
LSWI_a3,0.13977439922308688,0.32922552386468396,0.044308630271984395,0.1711028511199184,0.044308630271984395
blue_M09,0.43113773641747266,0.0114001661040668,0.06558912821289309,0.1693756769114775,0.0114001661040668
NDVI_M08,0.39716564892812234,0.024698912362402847,0.078634385049561,0.16683298211336206,0.024698912362402847
VV_VH_ratio_a1,0.43191631336658864,0.05746886873264412,0.006785361826273872,0.16539018130850222,0.006785361826273872
VV_minus_VH_db_spring_rise,0.10860074243689954,0.37251774160771856,0.013646364205741612,0.16492161608345324,0.013646364205741612
LSWI_M08,0.2410450904255077,0.19448743110417066,0.05578225334628506,0.16377159162532115,0.05578225334628506
NDMI_mean,0.3316478095942219,0.08029745914712638,0.0767124521032363,0.16288590694819485,0.0767124521032363
NDVI_M04,0.04963900704695612,0.2372556209752006,0.19859133842737053,0.16182865548317574,0.04963900704695612
nir_M09,0.20492099601843505,0.27699980758851384,0.0009578657717976835,0.16095955645958218,0.0009578657717976835
NDBI_M07,0.21169139914342017,0.22198248782629681,0.04879188142356239,0.16082192279775978,0.04879188142356239
GCVI_M05,0.041444369407736215,0.27469956978164256,0.16050225453382105,0.15888206457439993,0.041444369407736215
GCVI_M10,0.05493189396871134,0.15376469683924499,0.26588548564378267,0.158194025483913,0.05493189396871134
NDVI_M09,0.3611898850164559,0.005463442220123849,0.10542059204004528,0.15735797309220834,0.005463442220123849
NDVI_max,0.31732604306600964,0.07707224679842906,0.07694851412560033,0.157115601330013,0.07694851412560033
nir_M05,0.3099847984258093,0.1367956442697993,0.018948324124423488,0.15524292227334402,0.018948324124423488
BSI_M07,0.21435882962467256,0.19725621364728552,0.04964089177075515,0.15375197834757107,0.04964089177075515
VV_VH_ratio_M08,0.3937455108554939,0.03622137675125359,0.026265495979159947,0.1520774611953025,0.026265495979159947
VV_VH_ratio_a3,0.31159343258819705,0.13230670286063306,0.009879209157514168,0.15125978153544808,0.009879209157514168
VV_VH_ratio_a2,0.23763859436026968,0.19728057985836167,0.01721390771886666,0.15071102731249933,0.01721390771886666
NDMI_a3,0.14658580177832614,0.19108067638831994,0.10659477734928191,0.148087085171976,0.10659477734928191
green_M06,0.29836375242557533,0.03004797915013091,0.11393338257604935,0.14744837138391853,0.03004797915013091
blue_M06,0.30895472967511917,0.0398073846014213,0.09230552655626045,0.14702254694426697,0.0398073846014213
NDVI_M07,0.37045658326240427,0.02029312023130747,0.047829008068625445,0.1461929038541124,0.02029312023130747
EVI_r2,0.2539406741958965,0.1762728158336031,0.005423179214986584,0.1452122230814954,0.005423179214986584
LSWI_a2,0.16962363331238528,0.2415030681393353,0.019304846772226325,0.14347718274131563,0.019304846772226325
NDMI_M07,0.16037224956606844,0.21588653450191875,0.050435331398169136,0.14223137182205212,0.050435331398169136
VV_minus_VH_db_M10,0.33475700553237364,0.03802993536480748,0.04344851888581025,0.13874515326099712,0.03802993536480748
VV_db_min,0.03101990698889967,0.29956371872210674,0.08380358304559166,0.1381290695855327,0.03101990698889967
nir_M08,0.19854095938316263,0.20572703575148577,0.008608232959495421,0.1376254093647146,0.008608232959495421
LSWI_spring_rise,0.03862553290779669,0.34435915090308455,0.025830319763359588,0.1362716678580803,0.025830319763359588
VV_db_M04,0.0010735369675176631,0.3214903678407155,0.08273614081689962,0.13510001520837758,0.0010735369675176631
VH_db_spring_rise,0.0704288659606096,0.2921607540150344,0.03730729073388006,0.13329897023650802,0.03730729073388006
VV_db_M05,0.028809381613362106,0.2867671068366562,0.08348224140456262,0.13301957661819364,0.028809381613362106
VV_db_mean,0.012915950698896284,0.3226557116579116,0.063056989185722,0.1328762171808433,0.012915950698896284
LSWI_M07,0.23098648928752596,0.11956844147089285,0.04789171976138573,0.13281555017326818,0.04789171976138573
GCVI_M04,0.06547836171303589,0.15381679921132196,0.17744565219582653,0.13224693770672813,0.06547836171303589
NDVI_M06,0.24657963491682366,0.06942584292681242,0.07681462219429713,0.13094003334597773,0.06942584292681242
NDMI_spring_rise,0.04424044162746599,0.32290566796351805,0.018422421713283788,0.12852284376808928,0.018422421713283788
NDBI_M05,0.045784611752652804,0.2569671457010243,0.0818307864926644,0.12819418131544716,0.045784611752652804
NDVI_min,0.27021112299365435,0.07656885694739968,0.037610448640835514,0.12813014286062985,0.037610448640835514
GCVI_M07,0.05477262923081416,0.23153224364015368,0.09051025293643034,0.12560504193579938,0.05477262923081416
VV_minus_VH_db_M05,0.17515148236555111,0.15307439683852841,0.04790884810921092,0.1253782424377635,0.04790884810921092
NDVI_M03,0.27968956689771196,0.0595292594407264,0.0345254199712417,0.12458141543656003,0.0345254199712417
VV_VH_ratio_M06,0.30904230599899907,0.04047051903220367,0.022848395416623868,0.1241204068159422,0.022848395416623868
GCVI_M08,0.05541681600931625,0.1201548945811366,0.1940066826084239,0.12319279773295892,0.05541681600931625
LSWI_amp,0.2200130796925568,0.14411859924261528,0.002161857131346201,0.1220978453555061,0.002161857131346201
EVI_M10,0.05735027456077524,0.12845939827125608,0.17947679415712625,0.12176215566305253,0.05735027456077524
swir2_M03,0.17248681921921682,0.17260258733162392,0.01974958518806602,0.12161299724630226,0.01974958518806602
NDVI_r2,0.08984008998864912,0.25956715965470467,0.013833518443936876,0.12108025602909689,0.013833518443936876
VV_VH_ratio_M07,0.2818588602765211,0.043945597771941625,0.02896627391359874,0.11825691065402048,0.02896627391359874
NDMI_M05,0.029988886688580463,0.23810156079143785,0.07668759756120958,0.11492601501374262,0.029988886688580463
GCVI_M09,0.15246828726062134,0.011891369062060564,0.17340592431315827,0.11258852687861338,0.011891369062060564
VV_db_M10,0.0030392755891732737,0.27698820727122775,0.048540742516549606,0.10952274179231687,0.0030392755891732737
VV_minus_VH_db_r2,0.053585482043706945,0.26503376128248823,0.007748656713238322,0.1087893000131445,0.007748656713238322
VV_db_M06,0.017135121342292114,0.2262160427824309,0.0732335025287203,0.10552822221781444,0.017135121342292114
NDVI_a0,0.25384916995435614,0.03886827643429802,0.02054450246048556,0.10442064961637991,0.02054450246048556
NDMI_a2,0.14324069945161555,0.11473254063190708,0.04731359070497532,0.10176227692949931,0.04731359070497532
VV_db_a1,0.11973994982299163,0.15595805400095886,0.02877858443575687,0.10149219608656912,0.02877858443575687
red_M03,0.17469392074022405,0.03181302913537265,0.09568231177671671,0.10072975388410448,0.03181302913537265
swir1_M03,0.14445244607442342,0.14534512386697807,0.011279884666568707,0.10035915153599007,0.011279884666568707
VV_minus_VH_db_min,0.18297569862714091,0.06977895364680764,0.04669206034588136,0.09981557087327664,0.04669206034588136
VH_db_M06,0.048530641126818486,0.15803102804837765,0.09218428134531487,0.099581983506837,0.048530641126818486
blue_M03,0.1475736944675008,0.041709554732141774,0.10849668967057768,0.09925997962340675,0.041709554732141774
green_M03,0.1551385984158422,0.03661198216720485,0.10455237422956287,0.09876765160420331,0.03661198216720485
EVI_std,0.19017765911736606,0.07168964862722937,0.03436389012587049,0.09874373262348864,0.03436389012587049
EVI_amp,0.21478817107927028,0.05359748078388615,0.023764026278614292,0.09738322604725691,0.023764026278614292
VV_VH_ratio_r2,0.05484104080655472,0.2256323392206967,0.008808552359061528,0.09642731079543765,0.008808552359061528
LSWI_M06,0.22696705430733743,0.006085602535277568,0.054542618987265756,0.09586509194329358,0.006085602535277568
LSWI_r2,0.004442121793261755,0.22468477906147588,0.057155994246551156,0.0954276317004296,0.004442121793261755
BSI_M03,0.10496665786599335,0.18013856923488558,0.0011555001533938292,0.09542024241809093,0.0011555001533938292
VH_db_max,0.036170926455882046,0.1466289947708903,0.09880439978993727,0.09386810700556987,0.036170926455882046
VV_db_a0,0.009133566060495202,0.23444084006925414,0.03753780967733955,0.0937040719356963,0.009133566060495202
nir_M06,0.2156471189996627,0.045023038143435556,0.019470616680984154,0.0933802579413608,0.019470616680984154
VH_db_M07,0.056904046293042354,0.130247686700542,0.08835159175398366,0.09183444158252267,0.056904046293042354
LSWI_max,0.17407269542192494,0.07909485885768941,0.0204483911557658,0.09120531514512671,0.0204483911557658
VV_db_autumn_decline,0.2172468186748333,0.01841722719862071,0.036993995794682766,0.09088601388937893,0.01841722719862071
LSWI_a1,0.18552154050050484,0.07940682337270655,0.0044335918358830995,0.08978731856969817,0.0044335918358830995
nir_M07,0.20821673556042053,0.05727690757188375,0.0035106409879841483,0.0896680947067628,0.0035106409879841483
VV_minus_VH_db_M09,0.19133942362717926,0.010035515615038237,0.06609606010563196,0.08915699978261649,0.010035515615038237
NDMI_r2,0.0026471204681770555,0.19717335428597238,0.06583696714806409,0.08855248063407117,0.0026471204681770555
LSWI_a0,0.09525302309664152,0.15439712468752131,0.015738467871726947,0.0884628718852966,0.015738467871726947
NDVI_tex_ent,0.12743234226504652,0.13533034990843906,0.0006341104890035254,0.0877989342208297,0.0006341104890035254
LSWI_M03,0.09762908167067952,0.16130816299650075,0.0009839626878578311,0.08664040245167937,0.0009839626878578311
VV_db_M03,0.010963051924444356,0.21711106433417027,0.03180724478762054,0.08662712034874505,0.010963051924444356
NDVI_peak_month,0.08600013059320588,0.14035309331100976,0.028931929457154393,0.08509505112045668,0.028931929457154393
NDBI_M06,0.1842701820763737,0.003777507108868372,0.06322124303988064,0.08375631074170757,0.003777507108868372
VV_VH_ratio_peak_month,0.006598951711759282,0.22089700844856974,0.02282862818203002,0.08344152944745302,0.006598951711759282
VV_minus_VH_db_peak_month,0.011952745891977035,0.2085103763602878,0.024269155101777518,0.08157742578468079,0.011952745891977035
VV_db_M08,0.03235306055131404,0.15308744850558775,0.057608928599678144,0.08101647921885997,0.03235306055131404
VH_db_a1,0.10455381964295118,0.12033565590868944,0.01759095258984389,0.08082680938049484,0.01759095258984389
VV_db_max,0.0027773489853413214,0.20289303279674087,0.03651645261412395,0.08072894479873538,0.0027773489853413214
VH_db_peak_month,0.02400387226205769,0.18689720891668404,0.029749400521859926,0.08021682723353389,0.02400387226205769
LSWI_peak_month,0.05334145833539172,0.18484668460075082,0.0017921963931475382,0.0799934464430967,0.0017921963931475382
VV_db_amp,0.13482234243622826,0.06950153708868068,0.033679123375148334,0.07933433430001909,0.033679123375148334
BSI_M06,0.16906868216765214,0.0008914491009097691,0.06726455240658646,0.07907489455838279,0.0008914491009097691
nir_M03,0.09158933001669411,0.0366065660999797,0.1074675058215353,0.07855446731273637,0.0366065660999797
EVI_mean,0.024218138678683054,0.05956472204097696,0.14886446469603176,0.07754910847189726,0.024218138678683054
NDBI_M03,0.08113753811826041,0.1472155972603284,0.0024176022990161083,0.0769235792258683,0.0024176022990161083
NDMI_peak_month,0.05878258787288382,0.1639956585805078,0.0064040444750204095,0.07639409697613735,0.0064040444750204095
EVI_autumn_decline,0.10168139832471201,0.10565806964906965,0.021512711551885166,0.07628405984188895,0.021512711551885166
VH_db_M08,0.06715889873758218,0.08399156462518387,0.07732609752341912,0.07615885362872839,0.06715889873758218
VH_db_M09,0.10433044105383193,0.029362030036021558,0.09175574193506786,0.07514940434164046,0.029362030036021558
NDMI_M03,0.08313689765556309,0.13996514965434237,0.0018681142658909522,0.0749900538585988,0.0018681142658909522
EVI_spring_rise,0.17971270617114343,0.013434075952352353,0.029288114255535014,0.07414496545967693,0.013434075952352353
EVI_max,0.1171720825416438,0.062495503030359556,0.04016638189781707,0.07327798915660681,0.04016638189781707
NDMI_a0,0.0660104457147952,0.1293237052794971,0.020036030323198117,0.07179006043916347,0.020036030323198117
VV_db_M09,0.06407790547115022,0.061596427866058345,0.08545295779280737,0.07037576371000531,0.061596427866058345
VV_minus_VH_db_M08,0.13330063564436534,0.043675181543392005,0.03364869739658016,0.0702081715281125,0.03364869739658016
VH_db_M10,0.035972856928758956,0.055295355915735867,0.11725024058686229,0.06950615114378571,0.035972856928758956
VV_minus_VH_db_autumn_decline,0.18674262357923732,0.01018268710083059,0.011264276141308427,0.06939652894045878,0.01018268710083059
NDMI_M06,0.13443312298752463,0.003430240518980998,0.06732990543854678,0.06839775631501747,0.003430240518980998
EVI_M08,0.05581573817536656,0.1159205663090368,0.03313011194322546,0.06828880547587628,0.03313011194322546
VV_db_std,0.09073479033148679,0.0759261062301213,0.036483529483566146,0.06771480868172475,0.036483529483566146
NDMI_std,0.114091910962006,0.06363160840763449,0.02539434724248535,0.06770595553737528,0.02539434724248535
NDVI_amp,0.08957626285126019,0.07807365911035502,0.033007528439129796,0.06688581680024834,0.033007528439129796
