feature,importance
NDVI_mean,0.029609590582020857
NDVI_max,0.02914312558787616
elevation,0.028143941740699212
NDVI_M08,0.025096157605935504
swir1_M07,0.02381499113984076
GCVI_M05,0.020165228993295512
swir1_M08,0.0192470084322352
swir1_M06,0.018165704579822257
NDVI_M04,0.017749698588442768
NDVI_M05,0.01713689515395646
slope,0.016393182427737494
EVI_M05,0.016112798404172245
EVI_M04,0.01583314890288216
blue_M07,0.013856563642274243
NDMI_autumn_decline,0.01366822622082329
swir1_M09,0.013315652689996856
swir2_M04,0.013142021371593078
swir2_M08,0.012864625086546998
swir2_M07,0.012773473167768567
blue_M08,0.012272440068284523
LSWI_M04,0.01223478771690827
VH_db_std,0.01217705049763122
LSWI_a3,0.011918791849798598
swir1_M10,0.011666923670858653
swir1_M04,0.011507459984954439
NDVI_M10,0.01139058841849369
dist_to_valley_proxy_m,0.011329507783494928
LSWI_min,0.011211765966075725
BSI_M04,0.011176565787627601
NDMI_min,0.011013494337523345
EVI_M03,0.010420735678811289
LSWI_std,0.010301957334016407
NDBI_M04,0.010288111340492895
swir2_M10,0.010194528053898835
NDMI_M04,0.010159785602384725
swir2_M06,0.009828075725555446
red_M06,0.009750558657979413
LSWI_autumn_decline,0.00919921358829012
swir1_M05,0.00909467055010153
swir2_M05,0.008728166837079814
EVI_min,0.008669738297151909
EVI_a0,0.008381193551227366
swir2_M09,0.008186827747746022
green_M05,0.008001238735838141
nir_M05,0.007812874048157616
VH_db_M04,0.007745871481289732
VH_db_amp,0.007731371968288278
VH_db_mean,0.007712638517513525
red_M07,0.007696632846748594
green_M08,0.007658298825671186
NDMI_mean,0.007462470728516049
blue_M04,0.007340242150337658
green_M07,0.0073280401767241475
NDVI_a1,0.007119885568712059
NDMI_r2,0.007074749765401872
red_M04,0.0069050283263644005
NDVI_r2,0.006868887780820985
EVI_a2,0.006698176359643657
LSWI_mean,0.006688245732430287
VV_VH_ratio_r2,0.006647294492856486
NDVI_a3,0.006617442926348326
red_M05,0.006568317962195344
VV_db_a2,0.006519308182975029
blue_M05,0.00636288975884497
GCVI_M03,0.006299902795804392
green_M09,0.006265286171775263
red_M08,0.006236776617557302
BSI_M10,0.006097793012276536
NDMI_a3,0.006068280776751618
VV_db_a3,0.0060226551959707345
VH_db_a0,0.005973026315752318
BSI_M05,0.0057370854326475465
NDMI_M08,0.005732850084998353
VH_db_r2,0.0056665067603803125
NDBI_M08,0.005601010389679786
VH_db_min,0.005597508000141163
BSI_M08,0.005575384512570929
red_M09,0.00553510370489811
VH_db_M05,0.005489188673733786
VV_minus_VH_db_r2,0.005375613767829187
VV_VH_ratio_a0,0.005228064336067176
NDBI_M10,0.005205913052555872
VV_VH_ratio_spring_rise,0.005045123461585566
VV_db_r2,0.004971495586935932
BSI_M09,0.004939433684803088
NDMI_M09,0.004901245898685426
VH_db_a3,0.004797654659309993
NDVI_a2,0.004789221603319524
VH_db_a2,0.004672511482919548
EVI_a3,0.004526841532013883
EVI_a1,0.004398983131445723
green_M10,0.004177829486153594
NDBI_M09,0.004104300721768592
nir_M04,0.0040801064775832846
green_M04,0.004051191825875834
VV_minus_VH_db_std,0.0038554512367654074
VV_minus_VH_db_M03,0.0038151201288187165
VV_VH_ratio_std,0.003806655236196079
blue_M10,0.0037820873542161837
VV_minus_VH_db_a0,0.0037344382319400107
nir_M10,0.003730415770180047
LSWI_M09,0.003593522245320218
red_M10,0.0035592527381047316
VV_VH_ratio_M03,0.003448505942711136
VV_VH_ratio_max,0.003382369738136171
NDMI_M10,0.003351647084747942
VV_VH_ratio_mean,0.0032671231433253315
VV_minus_VH_db_mean,0.0031753186626372657
VV_VH_ratio_M05,0.003061950183696663
VV_minus_VH_db_max,0.003013364970196141
VV_VH_ratio_amp,0.0029211658534990196
VV_VH_ratio_min,0.0028595825682994967
VV_minus_VH_db_amp,0.002811333915228363
NDVI_tex_asm,0.002704951474994465
VV_VH_ratio_autumn_decline,0.0026944429663715436
VV_minus_VH_db_M04,0.0026553640900015265
LSWI_M10,0.002601060058404722
VV_VH_ratio_M09,0.002416042387881461
VV_VH_ratio_M04,0.002350422070870292
VV_VH_ratio_M10,0.0023496430936820077
